Time_Point,Importance
2510,3.302318e-07
2511,3.939099e-07
2512,4.846527e-07
2513,3.5549238e-07
2514,2.983755e-07
2515,4.2739885e-07
2516,5.066412e-07
2517,3.7779097e-07
2518,4.3126556e-07
2519,3.178173e-07
2520,4.3059154e-07
2521,3.9509405e-07
2522,3.420165e-07
2523,5.0449904e-07
2524,6.10597e-07
2525,5.171632e-07
2526,4.1565508e-07
2527,4.6499386e-07
2528,4.294346e-07
2529,4.5537868e-07
2530,3.6922202e-07
2531,3.9096366e-07
2532,4.2952578e-07
2533,3.9114062e-07
2534,3.0356995e-07
2535,3.8717243e-07
2536,5.246188e-07
2537,3.8807497e-07
2538,3.5782222e-07
2539,3.0675014e-07
2540,3.5831096e-07
2541,3.255892e-07
2542,2.0202647e-07
2543,3.3102395e-07
2544,3.8782727e-07
2545,3.2171042e-07
2546,2.4802083e-07
2547,3.0328295e-07
2548,2.685626e-07
2549,2.468214e-07
2550,2.1164847e-07
2551,2.4630396e-07
2552,2.2621266e-07
2553,1.7901117e-07
2554,1.3888652e-07
2555,1.6877455e-07
2556,2.2126774e-07
2557,1.8825514e-07
2558,1.0528139e-07
2559,1.00952775e-07
